loss,mae,val_loss,val_mae,learning_rate
0.04881618171930313,0.1291150003671646,0.011460750363767147,0.06157633662223816,0.0010000000474974513
0.01579887419939041,0.07452457398176193,0.008709214627742767,0.05148625746369362,0.0010000000474974513
0.011200458742678165,0.06386216729879379,0.012174157425761223,0.05374550074338913,0.0010000000474974513
0.009374464862048626,0.05910826846957207,0.007798891514539719,0.03966571018099785,0.0010000000474974513
0.008422455750405788,0.056465521454811096,0.008153245784342289,0.04384094104170799,0.0010000000474974513
0.007650661747902632,0.05439797043800354,0.007617101073265076,0.03760865330696106,0.0010000000474974513
0.007169649470597506,0.052743226289749146,0.007975439541041851,0.03836449980735779,0.0010000000474974513
0.006817657500505447,0.05149664357304573,0.007215271703898907,0.03791045770049095,0.0010000000474974513
0.006495767738670111,0.05022014304995537,0.005224652588367462,0.032512832432985306,0.0010000000474974513
0.0063268085941672325,0.04959752783179283,0.008312912657856941,0.038054462522268295,0.0010000000474974513
0.006192645523697138,0.0489850789308548,0.0057668015360832214,0.03503450006246567,0.0010000000474974513
0.006004922557622194,0.0483291931450367,0.005590227898210287,0.032011888921260834,0.0010000000474974513
0.005838349461555481,0.047698765993118286,0.005481180269271135,0.02977457270026207,0.0010000000474974513
0.005719543434679508,0.047260940074920654,0.007116385735571384,0.039677344262599945,0.0010000000474974513
0.0049492730759084225,0.044183239340782166,0.004874459467828274,0.03152940794825554,0.0005000000237487257
0.004831965081393719,0.0436275452375412,0.005328240338712931,0.03069669008255005,0.0005000000237487257
0.0047344365157186985,0.04326014965772629,0.005487308371812105,0.03334932401776314,0.0005000000237487257
0.004680360667407513,0.04294194281101227,0.003903421573340893,0.027079978957772255,0.0005000000237487257
0.00459221750497818,0.04263832047581673,0.005159361753612757,0.028669267892837524,0.0005000000237487257
0.004549023695290089,0.04243145510554314,0.005663576535880566,0.03002261184155941,0.0005000000237487257
0.004457689356058836,0.042120207101106644,0.004759511444717646,0.027893593534827232,0.0005000000237487257
0.004463167395442724,0.04197920486330986,0.004447809886187315,0.026804286986589432,0.0005000000237487257
0.004389859735965729,0.0417807437479496,0.004564815666526556,0.028096631169319153,0.0005000000237487257
0.004033231642097235,0.040177758783102036,0.004812001250684261,0.02789490297436714,0.0002500000118743628
0.004014794249087572,0.04001857340335846,0.0041032820008695126,0.026215940713882446,0.0002500000118743628
0.003952194470912218,0.03983942046761513,0.004325973801314831,0.026135042309761047,0.0002500000118743628
0.003952909726649523,0.03975237160921097,0.005254953168332577,0.02885674498975277,0.0002500000118743628
0.0039260596968233585,0.03970262408256531,0.004515337757766247,0.027957305312156677,0.0002500000118743628
0.003735885489732027,0.038810715079307556,0.00422409875318408,0.02558273822069168,0.0001250000059371814
0.003690400393679738,0.03860875591635704,0.004510658327490091,0.024848822504281998,0.0001250000059371814
0.0036924162413924932,0.038592517375946045,0.004318377003073692,0.024496745318174362,0.0001250000059371814
0.0036590842064470053,0.03844553977251053,0.0037861785385757685,0.0254357922822237,0.0001250000059371814
0.0036515365354716778,0.038394346833229065,0.00445376755669713,0.026306185871362686,0.0001250000059371814
0.0036655087023973465,0.03843992203474045,0.004462087526917458,0.025146298110485077,0.0001250000059371814
0.0036609889939427376,0.03837444260716438,0.0042712269350886345,0.02653433009982109,0.0001250000059371814
0.0036218019668012857,0.0382443442940712,0.004781555384397507,0.02702389843761921,0.0001250000059371814
0.003626211080700159,0.03821643441915512,0.004467821214348078,0.026317963376641273,0.0001250000059371814
0.0035439813509583473,0.03777924180030823,0.004359509330242872,0.025576716288924217,6.25000029685907e-05
0.0035212368238717318,0.03779728710651398,0.0044339364394545555,0.02570413425564766,6.25000029685907e-05
0.0035267421044409275,0.037752632051706314,0.00463802320882678,0.027048565447330475,6.25000029685907e-05
0.0035126518923789263,0.037744972854852676,0.004529173951596022,0.026094406843185425,6.25000029685907e-05
0.003522333689033985,0.03777505084872246,0.004606928210705519,0.026776380836963654,6.25000029685907e-05
0.00348314899019897,0.03751248121261597,0.0046336036175489426,0.02724144235253334,3.125000148429535e-05
0.003464300185441971,0.03747072443366051,0.00480715511366725,0.027252139523625374,3.125000148429535e-05
0.003469721181318164,0.03746848925948143,0.004611940588802099,0.02759809046983719,3.125000148429535e-05
0.0034724855795502663,0.037449710071086884,0.004744925536215305,0.027007190510630608,3.125000148429535e-05
0.0034512528218328953,0.03738895803689957,0.004361319821327925,0.026783980429172516,3.125000148429535e-05
